"Severity","Type","Rule","Message","File","Line","Status","Effort","CreatedDate","CleanCodeAttribute","Impact"
"MAJOR","CODE_SMELL","typescript:S1854","Remove this useless assignment to variable ""comparison"".","apps/web/src/lib/supabase-pagination.ts",,"CLOSED","1min","2026-01-07T10:45:06+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7755","Prefer `.at(â¦)` over `[â¦.length - index]`.","apps/web/src/lib/supabase-pagination.ts",,"CLOSED","5min","2026-01-07T10:45:06+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7755","Prefer `.at(â¦)` over `[â¦.length - index]`.","apps/web/src/lib/supabase-pagination.ts","80","OPEN","5min","2026-01-07T10:45:06+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S2301","Provide multiple methods instead of using ""isLoading"" to determine which action to take.","apps/web/src/lib/ternary-utils.ts","88","OPEN","15min","2026-01-07T10:45:06+0530","FOCUSED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S2301","Provide multiple methods instead of using ""isDisabled"" to determine which action to take.","apps/web/src/lib/ternary-utils.ts","95","OPEN","15min","2026-01-07T10:45:06+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7773","Prefer `Number.parseInt` over `parseInt`.","apps/web/src/lib/time-utils.ts",,"CLOSED","2min","2026-01-07T10:45:06+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7773","Prefer `Number.parseInt` over `parseInt`.","apps/web/src/lib/time-utils.ts",,"CLOSED","2min","2026-01-07T10:45:06+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7773","Prefer `Number.parseInt` over `parseInt`.","apps/web/src/lib/time-utils.ts",,"CLOSED","2min","2026-01-07T10:45:06+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6594","Use the ""RegExp.exec()"" method instead.","apps/web/src/lib/time-utils.ts","105","OPEN","5min","2026-01-07T10:45:06+0530","EFFICIENT","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6594","Use the ""RegExp.exec()"" method instead.","apps/web/src/lib/time-utils.ts","106","OPEN","5min","2026-01-07T10:45:06+0530","EFFICIENT","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6594","Use the ""RegExp.exec()"" method instead.","apps/web/src/lib/time-utils.ts","107","OPEN","5min","2026-01-07T10:45:06+0530","EFFICIENT","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6551","'value ?? """"' will use Object's default stringification format ('[object Object]') when stringified.","apps/web/src/lib/utils/export-helpers.ts","29","OPEN","5min","2026-01-07T10:45:06+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6353","Use concise character class syntax '\w' instead of '[a-zA-Z0-9_]'.","apps/web/src/lib/validation-schemas.ts","310","OPEN","5min","2026-01-07T10:45:06+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/teacher/start/page.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S3863","'@/lib/validation-utils' imported multiple times.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'sanitizeProfilePhone'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S3863","'@/lib/validation-utils' imported multiple times.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'CLASS_CODE_LENGTH'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'sanitizeClassCode'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'validatePassword'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'PIN_LENGTH'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'loading' PropType is defined but prop is never used","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'Input'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'OTP_LENGTH'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'UsePhoneInputReturn'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'Label'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'PHONE_DIGIT_LENGTH'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'UseOTPInputReturn'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'state' PropType is defined but prop is never used","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'sanitizePIN'.","apps/web/src/components/auth/StudentStepComponents.tsx",,"CLOSED","1min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/components/auth/StudentStepComponents.tsx","30","OPEN","5min","2026-01-05T14:16:30+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/components/auth/StudentStepComponents.tsx","39","OPEN","5min","2026-01-05T14:16:30+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'setStep' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'loading' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","BUG","typescript:S3799","Unexpected empty object pattern.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","5min","2026-01-05T14:16:30+0530","COMPLETE","RELIABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/components/auth/TeacherStepComponents.tsx",,"CLOSED","2min","2026-01-05T14:16:30+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'loading' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","17","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'setStep' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","18","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'setStep' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","18","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'setStep' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","18","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","19","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","19","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","19","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","19","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6767","'router' PropType is defined but prop is never used","apps/web/src/components/auth/TeacherStepComponents.tsx","19","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.","apps/web/src/hooks/useTeacherOnboarding.ts",,"CLOSED","6min","2026-01-05T14:16:30+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `profileErr` should be named `error_`.","apps/web/src/hooks/useTeacherOnboarding.ts",,"CLOSED","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4323","Replace this union type with a type alias.","apps/web/src/hooks/useTeacherOnboarding.ts","87","OPEN","5min","2026-01-05T14:16:30+0530","DISTINCT","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6660","'If' statement should not be the only statement in 'else' block","apps/web/src/hooks/useTeacherOnboarding.ts","683","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `refreshErr` should be named `error_`.","apps/web/src/hooks/useTeacherOnboarding.ts","872","OPEN","5min","2026-01-05T14:16:30+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/admins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/admins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/create/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/create/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/create/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/dashboard/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/dashboard/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/dashboard/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/dashboard/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","BUG","typescript:S1082","Visible, non-interactive elements with click handlers must have at least one keyboard listener.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","COMPLETE","RELIABILITY"
"MAJOR","CODE_SMELL","typescript:S6848","Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","7min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6848","Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","BUG","typescript:S1082","Visible, non-interactive elements with click handlers must have at least one keyboard listener.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","COMPLETE","RELIABILITY"
"MINOR","CODE_SMELL","typescript:S1128","Remove this unused import of 'checkAdminExists'.","apps/web/src/app/(public)/admin/manage/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"CRITICAL","CODE_SMELL","typescript:S3776","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","8min","2026-01-04T23:03:28+0530","FOCUSED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S4325","This assertion is unnecessary since the receiver accepts the original type of the expression.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6853","A form label must be associated with a control.","apps/web/src/app/(public)/admin/pins/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","LOGICAL","RELIABILITY"
"MINOR","CODE_SMELL","typescript:S7764","Prefer `globalThis` over `window`.","apps/web/src/app/(public)/admin/setup/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6582","Prefer using an optional chain expression instead, as it's more concise and easier to read.","apps/web/src/app/(public)/join/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/join/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/(public)/join/page.tsx","24","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/app/(public)/join/page.tsx","49","OPEN","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/app/(public)/join/page.tsx","58","OPEN","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/(public)/join/page.tsx","85","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/join/page.tsx","111","OPEN","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/join/page.tsx","140","OPEN","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/join/page.tsx","191","OPEN","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/join/page.tsx","272","OPEN","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S6759","Mark the props of the component as read-only.","apps/web/src/app/(public)/join/page.tsx","303","OPEN","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/reset-password/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S1854","Remove this useless assignment to variable ""otpInput"".","apps/web/src/app/(public)/reset-password/page.tsx",,"CLOSED","1min","2026-01-04T23:03:28+0530","LOGICAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7735","Unexpected negated condition.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","2min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing after previous element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7718","The catch parameter `refreshErr` should be named `error_`.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CONVENTIONAL","MAINTAINABILITY"
"MINOR","CODE_SMELL","typescript:S7781","Prefer `String#replaceAll()` over `String#replace()`.","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","CLEAR","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
"MAJOR","CODE_SMELL","typescript:S6772","Ambiguous spacing before next element span","apps/web/src/app/(public)/student/start/page.tsx",,"CLOSED","5min","2026-01-04T23:03:28+0530","FORMATTED","MAINTAINABILITY"
